CM004355.2	24085325		
CM004357.2	122745909	gene:Zm00001d025588	pectin methylesterase1
CM004351.2	245374413	gene:Zm00001d053662	null
CM004353.2	156304405	gene:Zm00001d038521	SKU5  similar 13
CM004355.2	24844588	gene:Zm00001d008901	CBL-interacting serine/threonine-protein kinase 20
CM004355.2	24844525	gene:Zm00001d008901	CBL-interacting serine/threonine-protein kinase 20
CM004350.2	150272143		
CM004353.2	124276558	gene:Zm00001d037514	Putative uncharacterized mitochondrial protein
CM004354.2	1556798	gene:Zm00001d018639	Pentatricopeptide repeat-containing protein ELI1 chloroplastic
CM004353.2	156304432	gene:Zm00001d038521	SKU5  similar 13
CM004353.2	163794659	gene:Zm00001d038870	Late embryogenesis abundant protein%252C group 3
CM004353.2	156304418	gene:Zm00001d038521	SKU5  similar 13
CM004353.2	156305785	gene:Zm00001d038521	SKU5  similar 13
CM004353.2	156304429	gene:Zm00001d038521	SKU5  similar 13
CM004357.2	23297876	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004357.2	142821118		
CM004353.2	119755624	gene:Zm00001d037370	null
CM004349.2	24402301	gene:Zm00001d002844	LIM domain-containing protein PLIM2b
CM004350.2	224788590	gene:Zm00001d044122	Dihydroflavonol-4-reductase
CM004350.2	15601863		
CM004351.2	195742437	gene:Zm00001d052422	Pollen allergen Cyn d 23 [Source:UniProtKB/TrEMBL%3BAcc:B4FBU1]
CM004352.2	20003472	gene:Zm00001d013785	Whole genome shotgun sequence of line PN40024 scaffold_14.assembly12x (Fragment)
CM004355.2	24085257		
CM004350.2	190605683	gene:Zm00001d043090	SKU5  similar 13
CM004355.2	24085269		
CM004353.2	158682439	gene:Zm00001d038640	OSJNBa0063G07.3 protein%3B OSJNBa0082E08.9 protein%3B  protein
CM004353.2	161770375	gene:Zm00001d038783	Profilin-1
CM004353.2	156304465	gene:Zm00001d038521	SKU5  similar 13
CM004356.2	158866070	gene:Zm00001d048413	Peroxidase 60
CM004352.2	83059304		
CM004352.2	83058513	gene:Zm00001d015284	null
CM004348.2	276250552	gene:Zm00001d033790	Actin-1
CM004349.2	175472225	gene:Zm00001d005465	Lustrin A [Source:UniProtKB/TrEMBL%3BAcc:B4FJ67]
CM004354.2	133680269		
CM004348.2	12271317	gene:Zm00001d027710	Peroxidase 60
CM004353.2	163795241	gene:Zm00001d038870	Late embryogenesis abundant protein%252C group 3
CM004351.2	1431649	gene:Zm00001d048648	Pectinesterase
CM004355.2	117562614	gene:Zm00001d010494	null
CM004353.2	163795233	gene:Zm00001d038870	Late embryogenesis abundant protein%252C group 3
CM004352.2	15803543	gene:Zm00001d013647	Dehydrin 13
CM004352.2	83059313		
CM004354.2	25693662	gene:Zm00001d019291	null
CM004352.2	20002384	gene:Zm00001d013785	Whole genome shotgun sequence of line PN40024 scaffold_14.assembly12x (Fragment)
CM004352.2	82898948	gene:Zm00001d015279	Probable protein phosphatase 2C 59
CM004353.2	163795245	gene:Zm00001d038870	Late embryogenesis abundant protein%252C group 3
CM004355.2	117562652	gene:Zm00001d010494	null
CM004355.2	24845707		
CM004351.2	1431232	gene:Zm00001d048648	Pectinesterase
CM004348.2	206762948	gene:Zm00001d031906	expansin A24
CM004349.2	205993976	gene:Zm00001d006399	expansin A24
CM004357.2	46658202		
CM004355.2	24845659		
CM004349.2	8984765	gene:Zm00001d002271	Nitrate-induced NOI protein
CM004351.2	249697459		
CM004351.2	245374270	gene:Zm00001d053662	null
CM004351.2	249697465		
CM004350.2	229471855	gene:Zm00001d044293	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
CM004349.2	65180692		
CM004350.2	150271817		
CM004348.2	276250558	gene:Zm00001d033790	Actin-1
CM004348.2	186849630		
CM004355.2	178669191	gene:Zm00001d012600	Protein kinase superfamily protein
CM004353.2	61597751	gene:Zm00001d035988	null
CM004351.2	249697462		
CM004351.2	245374273	gene:Zm00001d053662	null
CM004352.2	15803570	gene:Zm00001d013647	Dehydrin 13
CM004348.2	12270637	gene:Zm00001d027710	Peroxidase 60
CM004350.2	224643441	gene:Zm00001d044112	null
CM004354.2	133680362		
CM004354.2	133680375		
CM004351.2	245373789	gene:Zm00001d053662	null
CM004350.2	4751326	gene:Zm00001d039429	RALF
CM004348.2	12270662	gene:Zm00001d027710	Peroxidase 60
CM004355.2	24844210		
CM004353.2	156304510	gene:Zm00001d038521	SKU5  similar 13
CM004348.2	186849565	gene:Zm00001d031283	null
CM004357.2	23295996	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004353.2	61597755	gene:Zm00001d035988	null
CM004354.2	25693920	gene:Zm00001d019291	null
CM004350.2	222343737	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004348.2	186849544	gene:Zm00001d031283	null
CM004357.2	11819175	gene:Zm00001d023639	Alba DNA/RNA-binding protein
CM004354.2	25693910	gene:Zm00001d019291	null
CM004351.2	161419684	gene:Zm00001d051388	Actin-depolymerizing factor 7
CM004350.2	220058128	gene:Zm00001d043965	Mannan endo-14-beta-mannosidase 7
CM004357.2	11819174	gene:Zm00001d023639	Alba DNA/RNA-binding protein
CM004355.2	181734069	gene:Zm00001d012772	Profilin-1
CM004350.2	237229903	gene:Zm00001d044585	Probable pectinesterase 67
CM004350.2	220746464	gene:Zm00001d043988	chitinase chem5
CM004351.2	165197554		
CM004349.2	175472158	gene:Zm00001d005465	Lustrin A [Source:UniProtKB/TrEMBL%3BAcc:B4FJ67]
CM004353.2	163719981	gene:Zm00001d038866	alpha/beta-Hydrolases superfamily protein
CM004350.2	224371629	gene:Zm00001d044107	R2R3MYB-domain protein
CM004349.2	175472436		
CM004350.2	222343032	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004357.2	23295935	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004348.2	48133288	gene:Zm00001d028819	Probable pectinesterase/pectinesterase inhibitor 58
CM004353.2	161770689	gene:Zm00001d038783	Profilin-1
CM004348.2	186849538	gene:Zm00001d031283	null
CM004352.2	15803484		
CM004352.2	15803491		
CM004351.2	161419728	gene:Zm00001d051388	Actin-depolymerizing factor 7
CM004353.2	161770688	gene:Zm00001d038783	Profilin-1
CM004350.2	220289277	gene:Zm00001d043971	Iron-sulfur cluster assembly protein 1
CM004349.2	205994246	gene:Zm00001d006399	expansin A24
CM004354.2	25693998	gene:Zm00001d019291	null
CM004352.2	15803479		
CM004357.2	11819168	gene:Zm00001d023639	Alba DNA/RNA-binding protein
CM004354.2	133722140	gene:Zm00001d020843	null
CM004353.2	163848631	gene:Zm00001d038876	Anther-specific protein
CM004348.2	205506949	gene:Zm00001d031875	phosphate transporter protein7
CM004357.2	23296063	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004355.2	24844739	gene:Zm00001d008901	CBL-interacting serine/threonine-protein kinase 20
CM004350.2	220746614	gene:Zm00001d043988	chitinase chem5
CM004350.2	222343198	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004355.2	178669119	gene:Zm00001d012600	Protein kinase superfamily protein
CM004356.2	158866838	gene:Zm00001d048413	Peroxidase 60
CM004357.2	23295925	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004353.2	161770851	gene:Zm00001d038783	Profilin-1
CM004354.2	25694008		
CM004350.2	224788626	gene:Zm00001d044122	Dihydroflavonol-4-reductase
CM004352.2	71335446	gene:Zm00001d014970	null
CM004348.2	48133258	gene:Zm00001d028819	Probable pectinesterase/pectinesterase inhibitor 58
CM004355.2	24845765		
CM004353.2	163024178	gene:Zm00001d038839	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2
CM004352.2	124175552	gene:Zm00001d015821	Pectin lyase-like superfamily protein
CM004352.2	10492050	gene:Zm00001d013410	Actin-1
CM004356.2	20059814		
CM004354.2	25694015		
CM004352.2	210169152	gene:Zm00001d017996	Peroxidase 65
CM004348.2	48133249	gene:Zm00001d028819	Probable pectinesterase/pectinesterase inhibitor 58
CM004352.2	10491601	gene:Zm00001d013410	Actin-1
CM004352.2	71335299	gene:Zm00001d014970	null
CM004348.2	205506826	gene:Zm00001d031875	phosphate transporter protein7
CM004351.2	192097803	gene:Zm00001d052285	Peroxidase 65
CM004349.2	44116838	gene:Zm00001d003431	Pectinesterase 5
CM004357.2	23296085	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004352.2	71335314	gene:Zm00001d014970	null
CM004355.2	178669257	gene:Zm00001d012600	Protein kinase superfamily protein
CM004351.2	192098186	gene:Zm00001d052285	Peroxidase 65
CM004350.2	220058183	gene:Zm00001d043965	Mannan endo-14-beta-mannosidase 7
CM004352.2	210169098	gene:Zm00001d017996	Peroxidase 65
CM004352.2	210169168	gene:Zm00001d017996	Peroxidase 65
CM004350.2	221158741	gene:Zm00001d043998	Ubiquitin-conjugating enzyme E2 8
CM004352.2	83058406	gene:Zm00001d015284	null
CM004351.2	192098162	gene:Zm00001d052285	Peroxidase 65
CM004357.2	144275437	gene:Zm00001d026458	Cysteine protease 1
CM004353.2	163716032		
CM004353.2	163024195	gene:Zm00001d038839	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2
CM004353.2	163848747	gene:Zm00001d038876	Anther-specific protein
CM004348.2	9596494	gene:Zm00001d027619	beta amylase2
CM004352.2	15803736	gene:Zm00001d013647	Dehydrin 13
CM004355.2	32589736		
CM004348.2	206653786	gene:Zm00001d031904	expansin A24
CM004350.2	36075889		
CM004357.2	143572829		
CM004350.2	224641271	gene:Zm00001d044112	null
CM004350.2	220746568	gene:Zm00001d043988	chitinase chem5
CM004350.2	66323163	gene:Zm00001d040771	null
CM004355.2	177271460	gene:Zm00001d012524	SKU5  similar 13
CM004352.2	71335353	gene:Zm00001d014970	null
CM004352.2	10491811	gene:Zm00001d013410	Actin-1
CM004348.2	9597640	gene:Zm00001d027619	beta amylase2
CM004348.2	205506753	gene:Zm00001d031875	phosphate transporter protein7
CM004357.2	132945135	gene:Zm00001d025926	LIM domain-containing protein PLIM2b
CM004355.2	181734311	gene:Zm00001d012772	Profilin-1
CM004352.2	10491805	gene:Zm00001d013410	Actin-1
CM004356.2	158866826	gene:Zm00001d048413	Peroxidase 60
CM004355.2	24844188		
CM004350.2	224371420		
CM004349.2	175415557	gene:Zm00001d005464	null
CM004356.2	20059094		
CM004355.2	117562531	gene:Zm00001d010494	null
CM004349.2	175472101	gene:Zm00001d005465	Lustrin A [Source:UniProtKB/TrEMBL%3BAcc:B4FJ67]
CM004350.2	237230711	gene:Zm00001d044585	Probable pectinesterase 67
CM004357.2	143572811		
CM004357.2	46658095		
CM004350.2	229471657	gene:Zm00001d044293	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
CM004348.2	9597544	gene:Zm00001d027619	beta amylase2
CM004349.2	34059158	gene:Zm00001d003157	S-adenosylmethionine decarboxylase proenzyme S-adenosylmethionine decarboxylase alpha chain S-adenosylmethionine decarboxylase beta chain
CM004350.2	220292679	gene:Zm00001d043971	Iron-sulfur cluster assembly protein 1
CM004355.2	177271350	gene:Zm00001d012524	SKU5  similar 13
CM004350.2	222342738	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004352.2	19882386	gene:Zm00001d013777	MYB-related-transcription factor 40
CM004350.2	222343182	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004350.2	66322982	gene:Zm00001d040771	null
CM004350.2	220746564	gene:Zm00001d043988	chitinase chem5
CM004352.2	15803459		
CM004352.2	19902428	gene:Zm00001d013780	DNA-directed RNA polymerases I%252C II%252C and III 14.4 kDa polypeptide
CM004348.2	205506721	gene:Zm00001d031875	phosphate transporter protein7
CM004348.2	9597742	gene:Zm00001d027619	beta amylase2
CM004352.2	19882392	gene:Zm00001d013777	MYB-related-transcription factor 40
CM004352.2	83057940	gene:Zm00001d015284	null
CM004353.2	61597830	gene:Zm00001d035988	null
CM004351.2	195742639	gene:Zm00001d052422	Pollen allergen Cyn d 23 [Source:UniProtKB/TrEMBL%3BAcc:B4FBU1]
CM004352.2	2705689		
CM004353.2	61597843	gene:Zm00001d035988	null
CM004350.2	47349590	gene:Zm00001d040477	Cyclin-like F-box
CM004350.2	220060288	gene:Zm00001d043965	Mannan endo-14-beta-mannosidase 7
CM004355.2	24844168		
CM004355.2	177270496	gene:Zm00001d012524	SKU5  similar 13
CM004356.2	158230906	gene:Zm00001d048384	beta expansin10a
CM004352.2	210169217	gene:Zm00001d017996	Peroxidase 65
CM004350.2	237230732	gene:Zm00001d044585	Probable pectinesterase 67
CM004354.2	25694032		
CM004349.2	175415410	gene:Zm00001d005464	null
CM004351.2	33275824	gene:Zm00001d049552	60S ribosomal protein L34-3
CM004353.2	158682604		
CM004352.2	83058193	gene:Zm00001d015284	null
CM004352.2	83058292	gene:Zm00001d015284	null
CM004357.2	23296130	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004351.2	192098231	gene:Zm00001d052285	Peroxidase 65
CM004357.2	23296499	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004348.2	48133609		
CM004352.2	83058029	gene:Zm00001d015284	null
CM004350.2	222345714	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004350.2	4750950		
CM004353.2	136314912		
CM004348.2	205507645	gene:Zm00001d031875	phosphate transporter protein7
CM004350.2	225605964	gene:Zm00001d044157	cytochrome P450 family 72 subfamily A polypeptide 8
CM004356.2	158230399	gene:Zm00001d048384	beta expansin10a
CM004357.2	132945067	gene:Zm00001d025926	LIM domain-containing protein PLIM2b
CM004350.2	221159718	gene:Zm00001d043998	Ubiquitin-conjugating enzyme E2 8
CM004348.2	249315300	gene:Zm00001d033011	sucrose transporter GRMZM2G083248
CM004357.2	23297382	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004350.2	47347787	gene:Zm00001d040477	Cyclin-like F-box
CM004357.2	23296448	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004355.2	57280482	gene:Zm00001d009341	Pectin lyase-like superfamily protein
CM004348.2	249315297	gene:Zm00001d033011	sucrose transporter GRMZM2G083248
CM004353.2	163848156	gene:Zm00001d038876	Anther-specific protein
CM004349.2	91123526	gene:Zm00001d004209	null
CM004350.2	224371557	gene:Zm00001d044107	R2R3MYB-domain protein
CM004357.2	144276862	gene:Zm00001d026458	Cysteine protease 1
CM004355.2	57280512	gene:Zm00001d009341	Pectin lyase-like superfamily protein
CM004353.2	163848208	gene:Zm00001d038876	Anther-specific protein
CM004353.2	139684686	gene:Zm00001d037936	null
CM004357.2	23297356	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004353.2	61597819	gene:Zm00001d035988	null
CM004354.2	9122307	gene:Zm00001d018915	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
CM004355.2	177270397	gene:Zm00001d012524	SKU5  similar 13
CM004348.2	48133703		
CM004354.2	25694061		
CM004357.2	142631249	gene:Zm00001d026368	Thioredoxin-like protein CXXS1
CM004357.2	23296757	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004356.2	86697629	gene:Zm00001d046389	Probable pectate lyase 3
CM004348.2	249315357	gene:Zm00001d033011	sucrose transporter GRMZM2G083248
CM004357.2	144275365	gene:Zm00001d026458	Cysteine protease 1
CM004352.2	31822258	gene:Zm00001d014083	Beta-amylase
CM004356.2	158867446	gene:Zm00001d048413	Peroxidase 60
CM004356.2	158867097	gene:Zm00001d048413	Peroxidase 60
CM004352.2	172011054	gene:Zm00001d016686	SNAP25 homologous protein SNAP33
CM004350.2	220289520	gene:Zm00001d043971	Iron-sulfur cluster assembly protein 1
CM004351.2	249733421		
CM004357.2	141095537	gene:Zm00001d026283	coatomer protein2
CM004357.2	23297314	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004357.2	23297110	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004355.2	57280506	gene:Zm00001d009341	Pectin lyase-like superfamily protein
CM004348.2	12270265	gene:Zm00001d027710	Peroxidase 60
CM004354.2	9122397	gene:Zm00001d018915	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
CM004348.2	134879214		
CM004357.2	23297366	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004355.2	181788313	gene:Zm00001d012773	Profilin homolog3
CM004350.2	229470925	gene:Zm00001d044293	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
CM004357.2	23297333	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004350.2	225605933	gene:Zm00001d044157	cytochrome P450 family 72 subfamily A polypeptide 8
CM004348.2	48132677	gene:Zm00001d028819	Probable pectinesterase/pectinesterase inhibitor 58
CM004356.2	158230744	gene:Zm00001d048384	beta expansin10a
CM004349.2	91123778	gene:Zm00001d004209	null
CM004350.2	229470207	gene:Zm00001d044293	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
CM004357.2	35378523	gene:Zm00001d024027	proline rich cell wall protein1
CM004350.2	222346048	gene:Zm00001d044035	Ketol-acid reductoisomerase chloroplastic
CM004353.2	161770917	gene:Zm00001d038783	Profilin-1
CM004353.2	61597860	gene:Zm00001d035988	null
CM004352.2	82897939	gene:Zm00001d015279	Probable protein phosphatase 2C 59
CM004357.2	23296227	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004350.2	229471099	gene:Zm00001d044293	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain
CM004349.2	236968151		
CM004351.2	161419846	gene:Zm00001d051388	Actin-depolymerizing factor 7
CM004351.2	192097267	gene:Zm00001d052285	Peroxidase 65
CM004357.2	23296404	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004356.2	20059040		
CM004352.2	222371552	gene:Zm00001d018579	null
CM004353.2	139684647	gene:Zm00001d037936	null
CM004357.2	23297308	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004349.2	236968173		
CM004349.2	91123816	gene:Zm00001d004209	null
CM004357.2	23296427	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004356.2	158867392	gene:Zm00001d048413	Peroxidase 60
CM004349.2	236968059		
CM004349.2	236968078		
CM004351.2	1701011	gene:Zm00001d048673	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
CM004353.2	139684643	gene:Zm00001d037936	null
CM004348.2	16503984		
CM004351.2	1701060	gene:Zm00001d048673	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
CM004357.2	23298350	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004348.2	304833145	gene:Zm00001d034746	Pectinesterase inhibitor domain containing protein [Source:UniProtKB/TrEMBL%3BAcc:B6TGE0]
CM004352.2	216223139	gene:Zm00001d018279	Endoglucanase 15
CM004350.2	47348284	gene:Zm00001d040477	Cyclin-like F-box
CM004348.2	209595425	gene:Zm00001d032022	Beta-galactosidase
CM004350.2	60266157	gene:Zm00001d040695	PTI1-like tyrosine-protein kinase 3
CM004356.2	158230624	gene:Zm00001d048384	beta expansin10a
CM004357.2	23296259	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004348.2	134879295		
CM004348.2	134879195		
CM004351.2	1700975	gene:Zm00001d048673	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
CM004357.2	23297299	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004356.2	45947578	gene:Zm00001d045888	Pollen-specific arabinogalacta protein BAN102
CM004353.2	163705344	gene:Zm00001d038865	60S ribosomal protein L28-1
CM004357.2	144933291	gene:Zm00001d026490	proton-exporting ATPase4
CM004348.2	205507990	gene:Zm00001d031875	phosphate transporter protein7
CM004356.2	158867353	gene:Zm00001d048413	Peroxidase 60
CM004349.2	236968293		
CM004355.2	181733712	gene:Zm00001d012772	Profilin-1
CM004348.2	205507993	gene:Zm00001d031875	phosphate transporter protein7
CM004355.2	117562878	gene:Zm00001d010494	null
CM004350.2	220057660	gene:Zm00001d043965	Mannan endo-14-beta-mannosidase 7
CM004351.2	253310819	gene:Zm00001d054086	Pectinesterase inhibitor domain containing protein [Source:UniProtKB/TrEMBL%3BAcc:B6T2U1]
CM004356.2	158867381	gene:Zm00001d048413	Peroxidase 60
CM004357.2	23296851	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004350.2	220057585	gene:Zm00001d043965	Mannan endo-14-beta-mannosidase 7
CM004349.2	236968119		
CM004355.2	22325641		
CM004348.2	205507543	gene:Zm00001d031875	phosphate transporter protein7
CM004356.2	20059001		
CM004355.2	181733710	gene:Zm00001d012772	Profilin-1
CM004357.2	23296990	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004348.2	209596477	gene:Zm00001d032022	Beta-galactosidase
CM004356.2	158230474	gene:Zm00001d048384	beta expansin10a
CM004348.2	48132055	gene:Zm00001d028819	Probable pectinesterase/pectinesterase inhibitor 58
CM004353.2	161770924	gene:Zm00001d038783	Profilin-1
CM004349.2	236968359		
CM004357.2	23296384	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004349.2	236968116		
CM004357.2	23297449	gene:Zm00001d023858	Leucine-rich repeat (LRR) family protein
CM004351.2	249697528		
CM004349.2	175415400	gene:Zm00001d005464	null
